name,price.Ask,date,TSI,age,days,special,keep,defn,play,wing,pase,score,sp,form,stamina,wage,playerId,link,priceSell,Date.Sell,sold?
Kim Groen,7750000,4/6/2020,147180,24,35,Head,1,12,13,4,11,3,3,8,8,14508,434450917,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434450917,6500000,11/25/2019,Sin Vender
Harald Apitius,1700000,4/3/2020,25010,24,38,-,1,5,12,4,9,2,5,6,7,6540,433601604,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433601604,75000,9/14/2018,Sin Vender
Janusz Falkowski,6500000,4/5/2020,111610,24,40,-,1,5,12,13,9,5,3,8,8,11316,433606189,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433606189,5350000,3/11/2019,Sin Vender
Franco Toresini,5000,4/5/2020,1920,24,43,Head,1,5,7,3,7,4,6,3,6,516,440275502,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440275502,8000,4/5/2020,Vendido
Oleksandr Kleiner,25000,4/6/2020,4740,24,45,-,1,5,7,4,8,2,9,5,7,612,444448720,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444448720,25000,4/6/2020,Vendido
Arcadio Caileo,2000000,4/6/2020,23660,24,45,Powerful,1,10,10,4,5,4,1,8,8,2772,437696275,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437696275,150000,8/15/2018,Sin Vender
Jeff Plante,9000000,4/5/2020,167340,24,47,Technical,1,3,14,5,11,11,1,7,8,21972,433738978,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433738978,6300000,9/21/2019,Sin Vender
Oleg Khremin,2500000,4/4/2020,46260,24,48,Head,1,2,10,8,12,2,3,7,7,6084,433523863,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433523863,1020000,12/21/2019,Sin Vender
Horst Girth,143000,4/5/2020,7720,24,50,-,1,4,8,4,5,8,7,6,8,1068,433916258,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433916258,1000,3/8/2019,Sin Vender
MatouÅ¡ LepÅ¡Ã­k,1400000,4/3/2020,25100,24,52,Quick,1,5,11,4,10,2,10,4,8,4044,437489079,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437489079,1400000,4/3/2020,Vendido
Petro Janchak,1325000,4/6/2020,40310,24,57,Quick,1,4,8,3,12,9,2,6,7,4764,433744251,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433744251,1379040,4/6/2020,Vendido
GellÃ©rt Bruder,320000,4/5/2020,6460,24,60,-,1,5,7,5,7,7,1,6,8,636,433354812,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433354812,120360,2/3/2020,Sin Vender
AndrÃ©s Manuel LomelÃ­,8900000,4/6/2020,203670,24,72,-,1,4,11,12,15,3,1,6,8,22116,432275252,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432275252,3055000,7/14/2018,Sin Vender
Andrzej Stempa,1896000,4/6/2020,40590,24,73,-,1,4,14,4,6,5,6,5,8,13932,433951451,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433951451,1896000,4/6/2020,Vendido
Fryderyk Dziedziczak,4000000,4/5/2020,36260,24,73,Head,1,5,11,11,8,3,1,5,8,4284,432275530,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432275530,2529000,11/11/2019,Sin Vender
Renato Jorge Teixeira,3500000,4/3/2020,88610,24,76,-,1,4,14,4,11,3,1,8,8,18924,432170094,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432170094,3570000,4/3/2020,Vendido
Niklas Stadlbauer,6250000,4/6/2020,78390,24,76,Head,1,11,12,4,11,5,7,5,8,7836,433660263,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433660263,6250000,4/6/2020,Vendido
Vardis Kostikos,1800000,4/6/2020,108750,24,79,Unpredictable,1,4,9,7,15,4,1,7,6,20316,433794565,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433794565,1062000,3/16/2020,Sin Vender
Theodor Thoresen,3250000,4/5/2020,97640,24,79,-,1,3,12,2,14,5,1,4,8,15420,435300053,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435300053,2854000,1/20/2020,Sin Vender
John Knup,200000,4/4/2020,8100,24,81,-,1,5,9,7,6,4,5,6,8,732,440489873,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440489873,200000,4/4/2020,Vendido
Lucio Abbruscato,6500000,4/4/2020,56450,24,85,Powerful,1,9,11,12,8,5,8,5,8,5700,432101324,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432101324,4000000,11/19/2018,Sin Vender
Joon-Hee Moon,1600000,4/3/2020,37510,24,89,-,1,7,9,3,12,3,6,7,7,3924,435434595,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435434595,1500000,1/6/2020,Sin Vender
Joerg Netz,2250000,4/5/2020,55120,24,91,-,1,4,12,3,12,3,6,7,7,7020,432033562,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432033562,1571000,8/29/2019,Sin Vender
Hermann-Albrecht Stuettler,33000,4/4/2020,1420,24,93,-,1,5,7,4,6,3,6,5,8,468,441496563,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441496563,33000,4/4/2020,Vendido
Ross Mark,18000,4/5/2020,4900,24,96,Quick,1,5,8,6,5,5,1,6,8,804,433928836,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433928836,1000,7/2/2018,Sin Vender
Bazyli Rusak,160140,4/6/2020,7210,24,98,-,1,3,9,4,8,5,3,8,6,1212,433752329,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433752329,160140,4/6/2020,Vendido
Arturo Incitti,1000,4/3/2020,900,24,101,-,1,3,7,3,5,3,4,6,7,492,450197896,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=450197896,2000,4/6/2020,Vendido
FÄƒnel StÄƒnia,2445342,4/6/2020,10050,24,102,-,1,9,8,6,9,3,7,2,6,1956,431887024,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431887024,1494300,9/27/2018,Sin Vender
Jonathan Tarana,498000,4/6/2020,16690,24,103,-,1,6,11,3,6,5,3,5,8,2892,433777903,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433777903,519000,4/6/2020,Vendido
Silvestr PatoÄka,400000,4/3/2020,7650,24,104,-,1,5,10,5,5,2,2,6,8,2172,434953299,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434953299,200000,5/27/2019,Sin Vender
Emilio Encinos,1239000,4/6/2020,9410,24,105,Powerful,1,10,7,6,5,5,8,4,7,1620,432122482,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432122482,1239000,4/6/2020,Vendido
Krzysztof Karasek,51000,4/6/2020,2280,24,107,-,1,5,8,2,6,3,5,5,6,588,436761737,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436761737,51000,4/6/2020,Vendido
JesuÃ­no Licht,5000000,4/5/2020,76670,24,109,Powerful,1,4,14,4,9,9,2,6,8,12540,432064837,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432064837,4591000,3/10/2019,Sin Vender
Gastone Gualerzi,1200000,4/6/2020,24470,24,110,Unpredictable,1,7,10,7,8,4,3,7,8,1452,432097311,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432097311,650000,12/7/2019,Sin Vender
Heath Shuster,8699000,4/4/2020,124730,25,1,Technical,1,4,11,4,12,11,5,7,7,10260,431746894,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431746894,6930000,1/28/2020,Sin Vender
Mahmut SaraykÃ¶y,7250000,4/3/2020,85050,25,2,Head,1,2,14,6,11,2,12,6,7,22788,431770792,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431770792,1000000,5/9/2019,Sin Vender
Martin Hrabovec,200000,4/5/2020,8200,25,10,-,1,5,9,3,7,3,9,7,8,1644,437980287,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437980287,220000,1/28/2020,Sin Vender
Zoheir Kriaa,12000,4/4/2020,2620,25,12,-,1,4,7,7,6,2,5,4,7,492,443016346,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443016346,12000,4/4/2020,Vendido
Ippolito De Leonardis,2500,4/5/2020,1760,25,13,-,1,5,7,5,5,3,8,4,8,468,441248161,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441248161,3000,2/14/2020,Sin Vender
Yannis Madaule,750000,4/3/2020,15700,25,13,-,1,2,9,7,8,4,1,7,9,1788,431184003,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431184003,209000,1/16/2018,Sin Vender
Raniero Ticozzi,50000,4/3/2020,3280,25,13,-,1,5,9,5,5,3,2,4,8,1212,433665526,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433665526,280000,3/13/2020,Sin Vender
Alfredo GonzÃ¡lez,500,4/3/2020,1270,25,14,Unpredictable,1,3,7,3,5,4,5,5,8,540,449430534,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=449430534,1000,4/3/2020,Vendido
Yadollah Ghaffari,1399000,4/6/2020,21460,25,15,-,2,4,10,9,8,5,1,7,7,2316,431711540,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431711540,1399000,4/6/2020,Vendido
Gertjan Sluijter,369000,4/3/2020,6380,25,16,Unpredictable,1,4,8,9,6,3,5,3,8,1020,435254376,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435254376,369000,4/3/2020,Vendido
Ramon Hildenbrand,8000000,4/4/2020,117850,25,16,-,1,12,12,13,7,4,4,7,8,11172,431158210,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431158210,8000000,4/4/2020,Vendido
Romuald Rychert,1581000,4/5/2020,49730,25,18,-,1,4,14,2,5,3,4,7,8,19788,434693713,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434693713,1855000,4/5/2020,Vendido
Viktor Kanakin,6250000,4/3/2020,120230,25,18,Head,1,13,12,5,11,3,4,6,8,14700,431277802,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431277802,6496000,7/6/2019,Sin Vender
JÃ¼rgen Winterstein,4900000,4/4/2020,59280,25,19,Technical,1,4,14,4,7,4,10,8,9,18444,431995568,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431995568,4850000,2/5/2019,Sin Vender
Pablo Marcelo Mercau,5000,4/6/2020,890,25,21,Technical,1,5,7,5,5,4,9,2,7,444,435900238,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435900238,5000,4/6/2020,Vendido
Farzam Mobaraki,3000000,4/4/2020,53940,25,25,Head,1,4,11,9,11,6,4,6,8,5652,431965916,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431965916,2165460,7/29/2019,Sin Vender
å½­ (Peng)  ä¸–å˜‰ (Shijia),400000,4/3/2020,30510,25,29,Head,1,4,9,3,12,3,2,5,9,3588,432211749,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432211749,514000,4/3/2020,Vendido
Hacen Abdellah El Hadj,3885180,4/5/2020,82570,25,29,Powerful,1,13,12,5,5,4,5,6,8,14268,430978623,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430978623,5200000,2/18/2020,Sin Vender
Nontas Matzios,3250000,4/6/2020,40710,25,30,-,1,5,13,4,6,6,7,6,7,15780,431184603,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431184603,2500000,11/20/2018,Sin Vender
Danckleff Laternicht,50000,4/6/2020,2060,25,33,Head,1,5,8,5,6,2,7,4,7,660,441664717,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441664717,61000,4/6/2020,Vendido
Iliyan SÃºmnaliev,6550000,4/3/2020,108960,25,33,Technical,1,4,13,4,11,10,4,6,8,15084,433815566,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433815566,4750000,2/24/2020,Sin Vender
Hans ForsgÃ¥rd,8500000,4/4/2020,185370,25,35,Powerful,1,6,14,11,13,4,1,6,7,21972,430876956,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430876956,1581000,9/19/2017,Sin Vender
BorzysÅ‚aw Ostrouch,212160,4/5/2020,11920,25,41,-,1,2,11,5,5,2,3,7,8,3348,431012289,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431012289,311000,4/5/2020,Vendido
Vittorio Palumbo,1030200,4/6/2020,58320,25,41,-,1,3,11,5,12,5,2,8,7,6876,431100255,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431100255,1143420,4/6/2020,Vendido
Claudio Javier Bridger,2000000,4/6/2020,47330,25,46,-,1,5,12,2,12,4,3,5,7,7548,433417980,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433417980,2000000,4/6/2020,Vendido
Angel Dimov,4000000,4/5/2020,55150,25,47,-,1,3,12,11,7,6,1,6,7,8268,431708831,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431708831,4000000,1/17/2020,Sin Vender
Terry Burri,1300000,4/6/2020,32410,25,50,-,1,6,12,5,8,7,5,5,8,5244,434939985,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434939985,1326000,4/6/2020,Vendido
Hartwig Weischedel,4050000,4/5/2020,75370,25,50,Head,1,4,14,3,11,4,9,6,7,19020,430651331,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430651331,3060000,12/8/2019,Sin Vender
Kai Rimali,2015000,4/4/2020,32220,25,51,-,1,3,14,2,5,6,2,4,8,19668,430759426,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430759426,1515001,3/16/2020,Sin Vender
Berislav Musulin,0,4/5/2020,530,25,52,-,1,3,7,2,5,3,5,3,5,492,448729298,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=448729298,1000,4/5/2020,Vendido
Koenraad Beukelaers,1555000,4/4/2020,38810,25,52,Head,1,4,11,5,12,4,2,4,9,5268,431836684,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431836684,1555000,4/4/2020,Vendido
Juan Manuel Larraechea,5069000,4/6/2020,79630,25,52,Head,1,10,12,11,8,4,9,6,7,7020,431743286,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431743286,5069000,4/6/2020,Vendido
Noel Szabolcska,6800000,4/4/2020,102740,25,53,Quick,1,3,11,5,10,13,4,7,7,9156,430985134,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430985134,3060000,4/4/2019,Sin Vender
BartolomÃ© Ãlvarez,357000,4/6/2020,14610,25,55,-,1,5,11,6,5,3,5,6,7,3250,439818140,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439818140,389000,4/6/2020,Vendido
Giovanni Santojanni,125000,4/4/2020,1820,25,55,Powerful,1,5,7,2,5,6,6,5,7,492,432273900,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432273900,4000,1/4/2020,Sin Vender
Huberto Boyero,101000,4/6/2020,8320,25,58,Powerful,1,3,7,3,10,6,12,4,7,1596,435849416,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435849416,104000,4/6/2020,Vendido
MatÃ­as LugÃ¼ercio,151000,4/6/2020,9710,25,58,-,1,4,7,3,9,7,8,7,7,1020,435701889,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435701889,155000,4/6/2020,Vendido
Honest Suji,2000000,4/5/2020,15320,25,58,-,1,5,9,10,6,1,4,6,8,1524,440126257,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440126257,1719720,2/24/2020,Sin Vender
Abdul-Shahid Rasti,5866995,4/6/2020,74750,25,71,-,1,2,13,10,10,5,1,6,7,11052,430679172,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430679172,1902300,10/30/2018,Sin Vender
Francesco Maria Trobia,7900000,4/5/2020,162330,25,74,Technical,1,3,13,8,12,11,2,7,8,16812,430397634,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430397634,5421000,1/19/2020,Sin Vender
Hannes Beck,1100000,4/4/2020,6930,25,76,-,1,5,8,10,5,3,4,3,8,1308,438148711,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438148711,1100000,4/4/2020,Vendido
Benedetto Cavallari,3000000,4/4/2020,27060,25,77,Unpredictable,1,4,11,10,6,5,2,6,7,3492,432094800,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432094800,2539000,8/30/2019,Sin Vender
Prodromos Mantzourakis,200000,4/4/2020,8270,25,81,-,1,3,9,4,7,5,4,6,7,1596,431970064,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431970064,187000,3/17/2020,Sin Vender
Ã‰dgard VallÃ©ry,7250000,4/5/2020,142250,25,85,-,1,6,11,5,12,13,1,7,8,13092,430758356,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=430758356,6895000,11/13/2019,Sin Vender
John LÃ¸kkebÃ¸,204000,4/4/2020,7820,25,86,-,1,4,11,3,5,4,5,2,8,5172,429171961,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=429171961,247860,4/4/2020,Vendido
Shrivas Thakur,2601000,4/4/2020,63830,25,88,Quick,1,6,10,2,15,6,4,3,6,20388,429029163,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=429029163,2601000,4/4/2020,Vendido
Siegmar Haugsdorf,2100000,4/6/2020,45050,25,89,-,1,2,14,5,8,2,3,4,7,16572,429045794,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=429045794,531000,10/26/2017,Sin Vender
ä¸€è¼ (Kazuki) é«˜æ©‹ (Takahashi),3555000,4/6/2020,73550,25,91,-,1,7,13,5,10,8,6,5,7,15924,431186238,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=431186238,846000,5/11/2018,Sin Vender
Jean-Marie De Clippeleir,400000,4/5/2020,9030,25,93,-,1,3,10,2,8,3,3,7,7,2028,428991147,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=428991147,224000,3/17/2020,Sin Vender
Gian Gastone Menaballi,1400000,4/3/2020,23570,25,96,-,1,4,12,6,6,3,5,6,8,4788,438576626,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438576626,255000,9/10/2019,Sin Vender
Mateusz Skwierawski,1020000,4/5/2020,19750,25,96,-,1,6,11,3,8,5,9,6,7,2124,434481897,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434481897,510000,2/5/2020,Sin Vender
Florin PoplÄƒcean,4250000,4/6/2020,98660,25,104,Quick,1,12,13,3,5,5,3,6,8,18396,428943011,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=428943011,4000000,11/28/2019,Sin Vender
Xavier Vuillaume,1750000,4/6/2020,21460,25,107,-,1,6,10,5,9,7,2,7,7,1260,432147771,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=432147771,321000,11/9/2019,Sin Vender
Jagor Harbok,3999999,4/6/2020,102570,25,107,-,1,4,14,4,13,4,7,4,8,15252,428828692,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=428828692,2999500,12/26/2019,Sin Vender
Fred Koschuch,1753380,4/5/2020,40730,25,109,-,2,6,10,6,11,3,5,7,7,4452,428841168,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=428841168,1753380,4/5/2020,Vendido
Waldemar Dykta,625000,4/5/2020,16500,25,111,Powerful,1,3,12,3,6,3,3,6,8,3420,434025660,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434025660,651000,4/5/2020,Vendido
