,0,1,2
3864,Midfield,150,550
3865,Right defence,300,925
3866,Central defence,250,800
3867,Left defence,150,825
3868,Right attack,225,375
3869,Central attack,225,475
3870,Left attack,250,350
3871,Indirect set pieces,Indirect set pieces,Indirect set pieces
3872,Defence,275,650
3873,Attack,300,550
3874,Match plan,Match plan,Match plan
3875,Team attitude,(Hidden),(Hidden)
3876,Tactic,Normal,Attack on wings
3877,Tactic skill,(no tactic),14
3878,Style of play,100% Offensive,40% Offensive
3879,Average ratings,Average ratings,Average ratings
3880,Total player experience,200,950
3881,Average midfield,150,550
3882,Average defence,225,850
3883,Average attack,225,400
3884,Total average,200,600
3885,Midfield,275,625
3886,Right defence,225,1000
3887,Central defence,250,1150
3888,Left defence,200,1000
3889,Right attack,250,450
3890,Central attack,225,400
3891,Left attack,225,425
3892,Indirect set pieces,Indirect set pieces,Indirect set pieces
3893,Defence,275,800
3894,Attack,300,625
3895,Match plan,Match plan,Match plan
3896,Team attitude,(Hidden),(Hidden)
3897,Tactic,Normal,Normal
3898,Tactic skill,(no tactic),(no tactic)
3899,Style of play,100% Offensive,100% Offensive
3900,Average ratings,Average ratings,Average ratings
3901,Total player experience,300,575
3902,Average midfield,275,625
3903,Average defence,225,1050
3904,Average attack,225,425
3905,Total average,250,700
3906,Midfield,200,450
3907,Right defence,250,725
3908,Central defence,275,1125
3909,Left defence,275,725
3910,Right attack,200,375
3911,Central attack,175,525
3912,Left attack,200,425
3913,Indirect set pieces,Indirect set pieces,Indirect set pieces
3914,Defence,300,600
3915,Attack,300,525
3916,Match plan,Match plan,Match plan
3917,Team attitude,(Hidden),(Hidden)
3918,Tactic,Normal,Normal
3919,Tactic skill,(no tactic),(no tactic)
3920,Style of play,100% Defensive,Neutral
3921,Average ratings,Average ratings,Average ratings
3922,Total player experience,225,300
3923,Average midfield,200,450
3924,Average defence,275,850
3925,Average attack,200,450
3926,Total average,225,575
3927,Midfield,200,600
3928,Right defence,300,1400
3929,Central defence,300,1175
3930,Left defence,250,1525
3931,Right attack,200,625
3932,Central attack,200,650
3933,Left attack,200,625
3934,Indirect set pieces,Indirect set pieces,Indirect set pieces
3935,Defence,325,950
3936,Attack,325,700
3937,Match plan,Match plan,Match plan
3938,Team attitude,(Hidden),(Hidden)
3939,Tactic,Normal,Attack on wings
3940,Tactic skill,(no tactic),18
3941,Style of play,100% Defensive,100% Offensive
3942,Average ratings,Average ratings,Average ratings
3943,Total player experience,225,700
3944,Average midfield,200,600
3945,Average defence,275,1350
3946,Average attack,200,650
3947,Total average,225,875
3948,Midfield,200,425
3949,Right defence,225,675
3950,Central defence,250,1175
3951,Left defence,250,750
3952,Right attack,250,300
3953,Central attack,225,625
3954,Left attack,200,350
3955,Indirect set pieces,Indirect set pieces,Indirect set pieces
3956,Defence,275,475
3957,Attack,300,400
3958,Match plan,Match plan,Match plan
3959,Team attitude,(Hidden),(Hidden)
3960,Tactic,Normal,Normal
3961,Tactic skill,(no tactic),(no tactic)
3962,Style of play,100% Offensive,Neutral
3963,Average ratings,Average ratings,Average ratings
3964,Total player experience,225,550
3965,Average midfield,200,425
3966,Average defence,250,875
3967,Average attack,225,425
3968,Total average,225,575
3969,Midfield,175,725
3970,Right defence,225,800
3971,Central defence,250,1500
3972,Left defence,275,950
3973,Right attack,200,550
3974,Central attack,200,550
3975,Left attack,225,525
3976,Indirect set pieces,Indirect set pieces,Indirect set pieces
3977,Defence,250,875
3978,Attack,275,725
3979,Match plan,Match plan,Match plan
3980,Team attitude,(Hidden),(Hidden)
3981,Tactic,Normal,Play creatively
3982,Tactic skill,(no tactic),14
3983,Style of play,100% Defensive,100% Offensive
3984,Average ratings,Average ratings,Average ratings
3985,Total player experience,175,525
3986,Average midfield,175,725
3987,Average defence,250,1100
3988,Average attack,225,550
3989,Total average,225,800
3990,Midfield,200,250
3991,Right defence,300,1050
3992,Central defence,350,1200
3993,Left defence,325,975
3994,Right attack,150,300
3995,Central attack,200,450
3996,Left attack,175,250
3997,Indirect set pieces,Indirect set pieces,Indirect set pieces
3998,Defence,300,750
3999,Attack,275,725
4000,Match plan,Match plan,Match plan
4001,Team attitude,(Hidden),(Hidden)
4002,Tactic,Normal,Counter-attacks
4003,Tactic skill,(no tactic),10
4004,Style of play,100% Defensive,100% Defensive
4005,Average ratings,Average ratings,Average ratings
4006,Total player experience,250,325
4007,Average midfield,200,250
4008,Average defence,325,1075
4009,Average attack,175,325
4010,Total average,225,550
4011,Midfield,200,200
4012,Right defence,200,1025
4013,Central defence,225,1150
4014,Left defence,200,1025
4015,Right attack,225,275
4016,Central attack,200,625
4017,Left attack,250,275
4018,Indirect set pieces,Indirect set pieces,Indirect set pieces
4019,Defence,300,650
4020,Attack,350,700
4021,Match plan,Match plan,Match plan
4022,Team attitude,(Hidden),(Hidden)
4023,Tactic,Normal,Counter-attacks
4024,Tactic skill,(no tactic),10
4025,Style of play,100% Offensive,100% Defensive
4026,Average ratings,Average ratings,Average ratings
4027,Total player experience,225,475
4028,Average midfield,200,200
4029,Average defence,200,1075
4030,Average attack,225,400
4031,Total average,200,550
4032,Midfield,175,225
4033,Right defence,225,1025
4034,Central defence,275,1500
4035,Left defence,250,1525
4036,Right attack,200,625
4037,Central attack,175,175
4038,Left attack,250,650
4039,Indirect set pieces,Indirect set pieces,Indirect set pieces
4040,Defence,300,800
4041,Attack,275,575
4042,Match plan,Match plan,Match plan
4043,Team attitude,(Hidden),(Hidden)
4044,Tactic,Normal,Counter-attacks
4045,Tactic skill,(no tactic),22
4046,Style of play,100% Defensive,100% Defensive
4047,Average ratings,Average ratings,Average ratings
4048,Total player experience,225,925
4049,Average midfield,175,225
4050,Average defence,250,1350
4051,Average attack,200,500
4052,Total average,200,700
4053,Midfield,250,775
4054,Right defence,175,1600
4055,Central defence,225,1400
4056,Left defence,200,1225
4057,Right attack,225,800
4058,Central attack,225,575
4059,Left attack,300,825
4060,Indirect set pieces,Indirect set pieces,Indirect set pieces
4061,Defence,250,1000
4062,Attack,325,700
4063,Match plan,Match plan,Match plan
4064,Team attitude,(Hidden),(Hidden)
4065,Tactic,Normal,Attack on wings
4066,Tactic skill,(no tactic),20
4067,Style of play,100% Offensive,100% Offensive
4068,Average ratings,Average ratings,Average ratings
4069,Total player experience,200,925
4070,Average midfield,250,775
4071,Average defence,200,1400
4072,Average attack,250,725
4073,Total average,225,975
4074,Midfield,200,525
4075,Right defence,200,2125
4076,Central defence,200,2300
4077,Left defence,200,1900
4078,Right attack,250,350
4079,Central attack,300,375
4080,Left attack,250,525
4081,Indirect set pieces,Indirect set pieces,Indirect set pieces
4082,Defence,250,1050
4083,Attack,300,525
4084,Match plan,Match plan,Match plan
4085,Team attitude,(Hidden),(Hidden)
4086,Tactic,Normal,Counter-attacks
4087,Tactic skill,(no tactic),18
4088,Style of play,100% Offensive,Neutral
4089,Average ratings,Average ratings,Average ratings
4090,Total player experience,200,725
4091,Average midfield,200,525
4092,Average defence,200,2100
4093,Average attack,250,425
4094,Total average,225,1025
4095,Midfield,175,400
4096,Right defence,200,1050
4097,Central defence,225,1000
4098,Left defence,175,1175
4099,Right attack,225,475
4100,Central attack,200,525
4101,Left attack,175,575
4102,Indirect set pieces,Indirect set pieces,Indirect set pieces
4103,Defence,225,650
4104,Attack,250,650
4105,Match plan,Match plan,Match plan
4106,Team attitude,(Hidden),(Hidden)
4107,Tactic,Normal,Attack on wings
4108,Tactic skill,(no tactic),18
4109,Style of play,100% Offensive,100% Offensive
4110,Average ratings,Average ratings,Average ratings
4111,Total player experience,250,475
4112,Average midfield,175,400
4113,Average defence,200,1075
4114,Average attack,200,525
4115,Total average,200,675
4116,Midfield,200,350
4117,Right defence,225,900
4118,Central defence,300,1050
4119,Left defence,275,825
4120,Right attack,175,375
4121,Central attack,150,500
4122,Left attack,175,350
4123,Indirect set pieces,Indirect set pieces,Indirect set pieces
4124,Defence,250,525
4125,Attack,300,500
4126,Match plan,Match plan,Match plan
4127,Team attitude,(Hidden),(Hidden)
4128,Tactic,Normal,Attack on wings
4129,Tactic skill,(no tactic),13
4130,Style of play,100% Defensive,Neutral
4131,Average ratings,Average ratings,Average ratings
4132,Total player experience,225,400
4133,Average midfield,200,350
4134,Average defence,275,925
4135,Average attack,175,400
4136,Total average,225,550
4137,Midfield,150,775
4138,Right defence,225,1275
4139,Central defence,250,1450
4140,Left defence,200,1175
4141,Right attack,225,325
4142,Central attack,225,300
4143,Left attack,200,300
4144,Indirect set pieces,Indirect set pieces,Indirect set pieces
4145,Defence,250,625
4146,Attack,250,575
4147,Match plan,Match plan,Match plan
4148,Team attitude,(Hidden),(Hidden)
4149,Tactic,Normal,Counter-attacks
4150,Tactic skill,(no tactic),11
4151,Style of play,100% Offensive,Neutral
4152,Average ratings,Average ratings,Average ratings
4153,Total player experience,225,925
4154,Average midfield,150,775
4155,Average defence,225,1300
4156,Average attack,225,300
4157,Total average,200,800
4158,Midfield,200,300
4159,Right defence,250,1475
4160,Central defence,225,1575
4161,Left defence,150,1325
4162,Right attack,200,650
4163,Central attack,150,275
4164,Left attack,175,525
4165,Indirect set pieces,Indirect set pieces,Indirect set pieces
4166,Defence,250,800
4167,Attack,250,500
4168,Match plan,Match plan,Match plan
4169,Team attitude,(Hidden),(Hidden)
4170,Tactic,Normal,Normal
4171,Tactic skill,(no tactic),(no tactic)
4172,Style of play,100% Defensive,Neutral
4173,Average ratings,Average ratings,Average ratings
4174,Total player experience,225,400
4175,Average midfield,200,300
4176,Average defence,200,1475
4177,Average attack,175,475
4178,Total average,200,750
4179,Midfield,225,950
4180,Right defence,200,800
4181,Central defence,200,1400
4182,Left defence,150,850
4183,Right attack,150,375
4184,Central attack,175,700
4185,Left attack,175,375
4186,Indirect set pieces,Indirect set pieces,Indirect set pieces
4187,Defence,250,625
4188,Attack,250,550
4189,Match plan,Match plan,Match plan
4190,Team attitude,(Hidden),(Hidden)
4191,Tactic,Normal,Play creatively
4192,Tactic skill,(no tactic),15
4193,Style of play,100% Offensive,100% Offensive
4194,Average ratings,Average ratings,Average ratings
4195,Total player experience,225,575
4196,Average midfield,225,950
4197,Average defence,175,1000
4198,Average attack,175,475
4199,Total average,200,800
4200,Midfield,175,325
4201,Right defence,200,1100
4202,Central defence,225,1375
4203,Left defence,175,1175
4204,Right attack,275,875
4205,Central attack,250,275
4206,Left attack,250,725
4207,Indirect set pieces,Indirect set pieces,Indirect set pieces
4208,Defence,250,625
4209,Attack,275,475
4210,Match plan,Match plan,Match plan
4211,Team attitude,(Hidden),(Hidden)
4212,Tactic,Normal,Normal
4213,Tactic skill,(no tactic),(no tactic)
4214,Style of play,100% Offensive,Neutral
4215,Average ratings,Average ratings,Average ratings
4216,Total player experience,225,500
4217,Average midfield,175,325
4218,Average defence,200,1225
4219,Average attack,250,625
4220,Total average,200,725
4221,Midfield,175,375
4222,Right defence,225,850
4223,Central defence,225,950
4224,Left defence,225,825
4225,Right attack,250,200
4226,Central attack,225,300
4227,Left attack,275,300
4228,Indirect set pieces,Indirect set pieces,Indirect set pieces
4229,Defence,275,525
4230,Attack,300,550
4231,Match plan,Match plan,Match plan
4232,Team attitude,(Hidden),(Hidden)
4233,Tactic,Normal,Attack in the Middle
4234,Tactic skill,(no tactic),9
4235,Style of play,100% Offensive,100% Defensive
4236,Average ratings,Average ratings,Average ratings
4237,Total player experience,250,500
4238,Average midfield,175,375
4239,Average defence,225,875
4240,Average attack,250,275
4241,Total average,225,500
4242,Midfield,200,675
4243,Right defence,200,850
4244,Central defence,300,1025
4245,Left defence,350,750
4246,Right attack,200,375
4247,Central attack,175,425
4248,Left attack,175,450
4249,Indirect set pieces,Indirect set pieces,Indirect set pieces
4250,Defence,250,650
4251,Attack,275,725
4252,Match plan,Match plan,Match plan
4253,Team attitude,(Hidden),(Hidden)
4254,Tactic,Normal,Normal
4255,Tactic skill,(no tactic),(no tactic)
4256,Style of play,100% Defensive,Neutral
4257,Average ratings,Average ratings,Average ratings
4258,Total player experience,250,725
4259,Average midfield,200,675
4260,Average defence,275,875
4261,Average attack,175,425
4262,Total average,225,650
4263,Midfield,450,350
4264,Right defence,350,525
4265,Central defence,475,650
4266,Left defence,475,775
4267,Right attack,425,325
4268,Central attack,350,675
4269,Left attack,375,450
4270,Indirect set pieces,Indirect set pieces,Indirect set pieces
4271,Defence,500,550
4272,Attack,500,550
4273,Match plan,Match plan,Match plan
4274,Team attitude,(Hidden),(Hidden)
4275,Tactic,Normal,Normal
4276,Tactic skill,(no tactic),(no tactic)
4277,Style of play,Neutral,Neutral
4278,Average ratings,Average ratings,Average ratings
4279,Total player experience,325,600
4280,Average midfield,450,350
4281,Average defence,425,650
4282,Average attack,375,500
4283,Total average,425,500
4284,Midfield,225,625
4285,Right defence,225,800
4286,Central defence,250,1475
4287,Left defence,225,825
4288,Right attack,250,400
4289,Central attack,200,575
4290,Left attack,225,450
4291,Indirect set pieces,Indirect set pieces,Indirect set pieces
4292,Defence,250,775
4293,Attack,300,750
4294,Match plan,Match plan,Match plan
4295,Team attitude,(Hidden),(Hidden)
4296,Tactic,Normal,Attack in the Middle
4297,Tactic skill,(no tactic),14
4298,Style of play,100% Defensive,100% Defensive
4299,Average ratings,Average ratings,Average ratings
4300,Total player experience,250,425
4301,Average midfield,225,625
4302,Average defence,225,1025
4303,Average attack,225,475
4304,Total average,225,700
4305,Midfield,175,575
4306,Right defence,300,1100
4307,Central defence,275,1050
4308,Left defence,250,1225
4309,Right attack,225,850
4310,Central attack,175,675
4311,Left attack,200,475
4312,Indirect set pieces,Indirect set pieces,Indirect set pieces
4313,Defence,275,1000
4314,Attack,300,725
4315,Match plan,Match plan,Match plan
4316,Team attitude,(Hidden),(Hidden)
4317,Tactic,Normal,Normal
4318,Tactic skill,(no tactic),(no tactic)
4319,Style of play,100% Defensive,100% Offensive
4320,Average ratings,Average ratings,Average ratings
4321,Total player experience,250,750
4322,Average midfield,175,575
4323,Average defence,275,1125
4324,Average attack,200,675
4325,Total average,225,800
4326,Midfield,425,475
4327,Right defence,275,375
